Date,Headline,Sentence
"MAY 1, 2019",Qualcomm hangs on to most Apple gains after earnings report,"Qualcomm Inc shares fell about 3.5% on Wednesday as investors got their first look at the bottom line impact of a patent fight settlement with Apple Inc, including a multibillion dollar one-time payment and more modest future patent fees."
"MAY 1, 2019",Apple's upbeat forecast pushes market value back toward $1 trillion,"Apple Inc shares rose nearly 5 percent on Wednesday, pushing the iPhone maker's market valuation back toward $1 trillion as its quarterly report and upbeat forecast soothed investors worried about falling iPhone sales."
"MAY 1, 2019",Wall Street drops after Fed chair dampens rate-cut hopes,U.S. stocks ended lower on Wednesday and the S&P 500 snapped a three-day streak of record high closes as comments from Federal Reserve Chairman Jerome Powell appeared to dampen hopes the central bank could move later this year to cut interest rates.
"MAY 1, 2019","World stocks fall, dollar gains on Powell comments","Global equities lost ground on Wednesday, snapping a three-day winning streak after the U.S. Federal Reserve held rates steady as expected but comments from Fed Chairman Jerome Powell cast doubt on whether the central bank's next move would be a rate cut."
"MAY 1, 2019","GLOBAL MARKETS-Stocks higher, dollar weaker in wake of Fed statement","* U.S. dollar, Treasury yields fall (Updates with close of European markets, Fed statement)"
"MAY 1, 2019",US STOCKS-Wall St adds a bit to gains after Fed statement citing ongoing economic growth,"* Indexes: Dow up 0.2%, S&P 500 off 0.2%, Nasdaq gains 0.5% (Updates to after Fed statement)"
"MAY 1, 2019","GLOBAL MARKETS-Apple results boost stocks, dollar dips","* U.S. dollar, Treasury yields fall (Updates with open of U.S. markets, changes dateline; previous LONDON)"
"MAY 1, 2019",US STOCKS-S&P 500 at record high as Apple powers rally ahead of Fed decision,"* Indexes up: Dow 0.23%, S&P 0.11%, Nasdaq 0.37% (Updates prices, adds comments)"
"MAY 1, 2019",US STOCKS-Apple lifts S&P 500 to new record high ahead of Fed decision,"* Indexes up: Dow 0.19%, S&P 0.13%, Nasdaq 0.33% (Updates to open)"
"MAY 1, 2019",Apple results beat sets eyes back on $1 trillion,"Apple Inc shares rose almost 5 percent on Wednesday, pushing the iPhone maker's market valuation back towards $1 trillion as its quarterly report and upbeat forecast calmed investors worried about slowing growth."
"MAY 1, 2019",US STOCKS SNAPSHOT-S&P 500 opens at record high as Apple powers rally,"The S&P 500 index opened at an all-time high on Wednesday, as gains Apple Inc's shares after its stellar results and forecast powered a rally in technology stocks ahead of the Federal Reserve's latest policy announcement."
"MAY 1, 2019",US STOCKS-Wall St set for strong open as investors cheer Apple results,"* Futures up: Dow 0.36%, S&P 0.34%, Nasdaq 0.71% (Updates prices, adds prices)"
"MAY 1, 2019",GLOBAL MARKETS-Apple magic extends global equities' months-long rally,* Apple shares rally premarket after consensus-busting results
"MAY 1, 2019",US STOCKS-Futures bounce as investors cheer Apple results,"U.S. stock index futures jumped on Wednesday, pointing to a strong open for Wall Street as Apple Inc's stellar results and forecast allayed concerns about slowing growth in corporate profits."
"APRIL 30, 2019","Apple optimistic as accessories, iPhone price cuts help China sales",Apple Inc said sales in China were stabilizing and touted how increasing demand for services and accessories such as Apple Music and the Apple Watch helped offset a record drop in iPhone revenue.
"APRIL 30, 2019","In streaming wars, Apple says it can coexist with Netflix","Far from being a Netflix Inc killer, Apple Inc envisions its forthcoming Apple TV+ streaming service as one that could sit alongside other services that viewers buy, Apple Chief Executive Tim Cook said on Tuesday."
"APRIL 30, 2019",Breakingviews - Apple’s old age beats Google’s adolescence,"Apple has old age and experience going for it. The $965 billion firm reported on Tuesday a 5 percent decline in quarterly revenue, but it did better than analysts anticipated. Meanwhile, Alphabet shares tanked even as it posted 17 percent growth in the top line. The Silicon..."
"APRIL 30, 2019",Apple optimistic on sales as iPhone price cuts help in China,"Apple Inc on Tuesday forecast stronger-than-expected third-quarter revenue and Chief Executive Tim Cook said iPhone sales had started to stabilize in China, a sign that Apple's price cuts there are helping limit sales declines."
"APRIL 30, 2019",Foxconn chairman travels to White House to discuss Wisconsin: source,"The chairman of Apple supplier Foxconn will travel to the United States on Tuesday for a meeting in the White House that is believed to be related to an investment in Wisconsin, according to a source with direct knowledge of the matter."
"APRIL 30, 2019",BUZZ-IQE: One good Apple helps the bunch,"** IQE moves higher after Apple supplier AMS was upbeat on the current quarter and the rest of the year, pointing to steady orders for optical sensors from its major customer"
"APRIL 30, 2019",Taiwan Foxconn chairman travelling tonight for U.S. White House meet-source,"The chairman of Apple supplier Foxconn will travel to the United States tonight for a meeting in the White House that is believed to be related to an investment in Wisconsin, according to a source with direct knowledge of the matter."
"APRIL 26, 2019","Intel puts modem business up for sale, held talks with Apple: WSJ","Intel Corp is exploring strategic options for its modem chip business, including a possible sale to Apple or another acquirer, the Wall Street Journal reported on Friday, citing people familiar with the matter."
"APRIL 26, 2019","Intel puts modem business up for sale, held talks with Apple - WSJ","Intel Corp is exploring strategic options for its modem chip business, including a possible sale to Apple or another acquirer, the Wall Street Journal reported on Friday, citing people familiar with the matter."
"APRIL 24, 2019",Plaintiffs' lawyers fight Apple bid to remove them from iPhone throttling case,"Lawyers at Cotchett Pitre & McCarthy are accusing Apple Inc of seeking to remove them from representing consumers in a proposed class action alleging the company secretly slowed down aging iPhones as part of a ""scorched-earth tactic"" aimed at frustrating the litigation."
"APRIL 23, 2019","Apple, tech firms urge PTO to not change course on standards-essential patents","A coalition of major international companies, including technology giants and automakers, on Monday urged the U.S. Patent and Trademark Office to reaffirm its commitment to a 2013 policy statement that raised antitrust concerns about abuse of standards-essential patents..."
"APRIL 18, 2019",New Apple lab uses robots to rip apart devices for recycling materials,"Apple Inc is notorious for keeping what happens in its laboratories a closely guarded secret. But the iPhone maker plans to share openly everything that happens in its newest lab in Austin, Texas."
"APRIL 18, 2019","RPT-EXPLAINER-How 5G drove moves by Apple, Qualcomm and Intel","Apple Inc and Qualcomm Inc on Tuesday settled an acrimonious two-year legal dispute. Shortly afterward, Intel Corp said it will exit the smartphone modem chip business."
"APRIL 17, 2019","Explainer: How 5G drove moves by Apple, Qualcomm and Intel","Apple Inc and Qualcomm Inc on Tuesday settled an acrimonious two-year legal dispute. Shortly afterward, Intel Corp said it will exit the smartphone modem chip business."
"APRIL 17, 2019",Apple accused in U.S. lawsuit of securities fraud over iPhone sales in China,"Apple Inc was accused in a new lawsuit of securities fraud for concealing a slump in demand for iPhones, particularly in China, leading to a $74 billion one-day slide in its market value once the truth became known. The complaint filed on Tuesday seeks damages for investors..."
"APRIL 17, 2019",Qualcomm gains $30 billion in market value after Apple settlement,"Qualcomm Inc added $30 billion to its market value after it resolved a legal battle with Apple Inc, a move that secures its leadership in 5G phone chips and could pave the way for a similar settlement with China's Huawei Technologies."
"APRIL 17, 2019",Qualcomm settlement with Apple paves way for Huawei dispute -analysts,"Qualcomm Inc's surprise settlement of a prolonged legal fight with Apple Inc paves the way for the chipmaker to resolve a similar dispute with China's Huawei Technologies Co Ltd, ahead of the launch of 5G phones, several analysts said."
"APRIL 16, 2019",Qualcomm stock jumps 23 percent on surprise settlement with Apple,Qualcomm Inc on Tuesday won a major victory in its wide-ranging legal dispute with Apple Inc as the companies reached a surprise settlement that called for the iPhone to once again use Qualcomm modem chips.
"APRIL 16, 2019","Fried chicken vs $13: Apple, Qualcomm explain claims to jury as trial opens","Apple Inc and Qualcomm Inc on Tuesday opened a complex trial with the iPhone maker using a fried chicken analogy to illustrate its claim the chip company is abusing its market power while Qualcomm alleged a years-long plan by Apple to deprive it of billions in revenue, $13..."
